UsageDate,ServiceName,Region,ProjectTag,CostINR
2023-07-21,S3/Storage,us-west-2,Project:Staging,500.58
2023-07-21,Lambda/Functions,us-east-1,Project:Backup,166.79
2023-07-21,VPC/Networking,us-west-2,Project:Production,158.83
2023-07-22,RDS/Database,us-east-1,Project:Finance,664.21
2023-07-22,VPC/Networking,ap-southeast-1,Project:Marketing,125.45
2023-07-22,CloudFront/CDN,ap-southeast-1,Project:Analytics,258.07
2023-07-22,EBS/Storage,eu-west-1,Project:Analytics,169.19
2023-07-23,EC2/Compute,ap-south-1,Project:Staging,1252.58
2023-07-23,VPC/Networking,eu-west-1,Project:Marketing,125.72
2023-07-23,RDS/Database,eu-west-1,Project:Finance,929.91
2023-07-23,CloudFront/CDN,ap-southeast-1,Project:Development,354.69
2023-07-24,VPC/Networking,eu-west-1,Project:Analytics,226.58
2023-07-24,S3/Storage,us-west-2,Project:Backup,419.65
2023-07-24,Lambda/Functions,ap-south-1,Project:Testing,196.7
2023-07-24,EC2/Compute,eu-west-1,Project:Marketing,1033.16
2023-07-24,ElastiCache/Cache,us-east-1,Project:Staging,212.78
2023-07-24,EBS/Storage,ap-southeast-1,Project:Testing,311.68
2023-07-25,ElastiCache/Cache,eu-west-1,Project:Analytics,231.07
2023-07-25,S3/Storage,eu-west-1,Project:Backup,301.88
2023-07-25,EC2/Compute,eu-west-1,Project:Finance,2318.39
2023-07-25,VPC/Networking,eu-west-1,Project:Staging,268.91
2023-07-26,ElastiCache/Cache,ap-southeast-1,Project:Testing,279.6
2023-07-26,EC2/Compute,us-west-2,Project:Development,1246.11
2023-07-26,CloudFront/CDN,eu-west-1,Project:Analytics,402.63
2023-07-26,S3/Storage,us-west-2,Project:Development,486.78
2023-07-26,EBS/Storage,ap-southeast-1,Project:Marketing,252.71
2023-07-26,VPC/Networking,us-west-2,Project:Testing,206.22
2023-07-27,EBS/Storage,ap-southeast-1,Project:Analytics,258.07
2023-07-27,ElastiCache/Cache,us-west-2,Project:Testing,170.71
2023-07-27,VPC/Networking,ap-southeast-1,Project:Marketing,205.35
2023-07-27,EC2/Compute,us-east-1,Project:Testing,1606.5
2023-07-28,ElastiCache/Cache,us-west-2,Project:Staging,133.91
2023-07-28,S3/Storage,ap-southeast-1,Project:Marketing,520.69
2023-07-28,EBS/Storage,eu-west-1,Project:Production,346.84
2023-07-28,EC2/Compute,ap-south-1,Project:Staging,3039.34
2023-07-28,RDS/Database,us-east-1,Project:Marketing,811.47
2023-07-28,CloudFront/CDN,eu-west-1,Project:Marketing,664.5
2023-07-29,VPC/Networking,us-west-2,Project:Finance,151.47
2023-07-29,Lambda/Functions,ap-southeast-1,Project:Finance,134.79
2023-07-29,ElastiCache/Cache,us-west-2,Project:Analytics,437.24
2023-07-30,VPC/Networking,us-east-1,Project:Analytics,252.07
2023-07-30,Lambda/Functions,us-east-1,Project:Testing,146.54
2023-07-31,CloudFront/CDN,ap-southeast-1,Project:Development,383.73
2023-07-31,EC2/Compute,us-east-1,Project:Development,1374.61
2023-07-31,VPC/Networking,us-east-1,Project:Marketing,195.9
2023-07-31,ElastiCache/Cache,ap-southeast-1,Project:Testing,141.34
2023-07-31,EBS/Storage,us-east-1,Project:Marketing,297.15
2023-08-01,EBS/Storage,ap-south-1,Project:Development,434.14
2023-08-01,EC2/Compute,us-west-2,Project:Marketing,1518.99
2023-08-01,ElastiCache/Cache,us-east-1,Project:Backup,187.85
2023-08-01,CloudFront/CDN,us-west-2,Project:Finance,477.54
2023-08-02,EC2/Compute,us-east-1,Project:Development,2347.72
2023-08-02,CloudFront/CDN,ap-south-1,Project:Backup,415.95
2023-08-02,S3/Storage,us-east-1,Project:Marketing,453.59
2023-08-02,Lambda/Functions,us-east-1,Project:Development,157.84
2023-08-02,RDS/Database,ap-southeast-1,Project:Finance,1244.17
2023-08-03,ElastiCache/Cache,ap-southeast-1,Project:Marketing,247.73
2023-08-03,VPC/Networking,us-east-1,Project:Finance,306.32
2023-08-03,CloudFront/CDN,us-east-1,Project:Marketing,561.46
2023-08-03,RDS/Database,eu-west-1,Project:Analytics,1402.3
2023-08-03,EC2/Compute,us-west-2,Project:Finance,1309.8
2023-08-03,Lambda/Functions,us-east-1,Project:Production,497.87
2023-08-04,Lambda/Functions,ap-southeast-1,Project:Analytics,202.73
2023-08-04,VPC/Networking,us-east-1,Project:Testing,310.02
2023-08-04,S3/Storage,eu-west-1,Project:Analytics,433.64
2023-08-04,EBS/Storage,us-west-2,Project:Development,379.83
2023-08-05,EBS/Storage,ap-south-1,Project:Production,243.99
2023-08-05,Lambda/Functions,us-east-1,Project:Analytics,130.59
2023-08-05,CloudFront/CDN,us-west-2,Project:Backup,321.88
2023-08-05,ElastiCache/Cache,us-west-2,Project:Analytics,203.39
2023-08-06,VPC/Networking,ap-south-1,Project:Staging,133.68
2023-08-06,CloudFront/CDN,eu-west-1,Project:Production,437.31
2023-08-07,Lambda/Functions,ap-south-1,Project:Production,779.64
2023-08-07,EBS/Storage,eu-west-1,Project:Staging,314.37
2023-08-07,VPC/Networking,ap-south-1,Project:Backup,241.75
2023-08-07,ElastiCache/Cache,us-west-2,Project:Development,285.07
2023-08-07,S3/Storage,eu-west-1,Project:Analytics,393.23
2023-08-08,Lambda/Functions,ap-southeast-1,Project:Production,277.43
2023-08-08,EC2/Compute,ap-southeast-1,Project:Staging,1457.17
2023-08-08,S3/Storage,ap-southeast-1,Project:Backup,427.29
2023-08-08,EBS/Storage,ap-southeast-1,Project:Production,348.52
2023-08-08,CloudFront/CDN,ap-southeast-1,Project:Backup,316.91
2023-08-09,EBS/Storage,ap-south-1,Project:Staging,316.59
2023-08-09,S3/Storage,ap-south-1,Project:Marketing,332.47
2023-08-09,CloudFront/CDN,ap-southeast-1,Project:Finance,510.18
2023-08-10,Lambda/Functions,eu-west-1,Project:Backup,251.16
2023-08-10,EBS/Storage,eu-west-1,Project:Backup,293.06
2023-08-10,ElastiCache/Cache,us-west-2,Project:Production,231.23
2023-08-11,ElastiCache/Cache,ap-southeast-1,Project:Development,226.28
2023-08-11,EC2/Compute,us-west-2,Project:Staging,1280.41
2023-08-11,VPC/Networking,ap-southeast-1,Project:Testing,276.72
2023-08-11,S3/Storage,us-west-2,Project:Finance,457.03
2023-08-11,EBS/Storage,ap-southeast-1,Project:Staging,314.83
2023-08-12,EBS/Storage,ap-south-1,Project:Testing,173.43
2023-08-12,EC2/Compute,ap-south-1,Project:Development,750.12
2023-08-12,VPC/Networking,ap-southeast-1,Project:Backup,173.77
2023-08-13,CloudFront/CDN,us-west-2,Project:Testing,208.32
2023-08-13,EC2/Compute,ap-southeast-1,Project:Backup,1310.81
2023-08-14,Lambda/Functions,ap-southeast-1,Project:Analytics,197.26
2023-08-14,VPC/Networking,us-west-2,Project:Marketing,334.42
2023-08-14,S3/Storage,ap-south-1,Project:Finance,310.15
2023-08-14,CloudFront/CDN,eu-west-1,Project:Marketing,472.8
2023-08-15,CloudFront/CDN,ap-south-1,Project:Marketing,306.74
2023-08-15,VPC/Networking,us-west-2,Project:Testing,108.25
2023-08-15,Lambda/Functions,ap-south-1,Project:Staging,265.09
2023-08-15,RDS/Database,eu-west-1,Project:Finance,828.12
2023-08-16,RDS/Database,ap-southeast-1,Project:Production,716.22
2023-08-16,S3/Storage,ap-south-1,Project:Analytics,400.34
2023-08-16,Lambda/Functions,us-east-1,Project:Staging,191.32
2023-08-16,CloudFront/CDN,us-east-1,Project:Analytics,566.04
2023-08-16,EBS/Storage,ap-south-1,Project:Marketing,262.83
2023-08-17,CloudFront/CDN,us-east-1,Project:Marketing,413.15
2023-08-17,S3/Storage,ap-south-1,Project:Staging,419.37
2023-08-17,VPC/Networking,ap-south-1,Project:Production,163.51
2023-08-17,RDS/Database,ap-southeast-1,Project:Development,1171.77
2023-08-18,CloudFront/CDN,eu-west-1,Project:Production,1936.51
2023-08-18,RDS/Database,eu-west-1,Project:Staging,595.2
2023-08-18,S3/Storage,us-east-1,Project:Testing,356.69
2023-08-18,EC2/Compute,us-west-2,Project:Marketing,1193.56
2023-08-18,VPC/Networking,ap-south-1,Project:Backup,176.19
2023-08-18,Lambda/Functions,ap-southeast-1,Project:Analytics,175.93
2023-08-19,EC2/Compute,us-west-2,Project:Production,1099.37
2023-08-19,Lambda/Functions,ap-south-1,Project:Marketing,403.42
2023-08-19,S3/Storage,eu-west-1,Project:Marketing,267.98
2023-08-19,EBS/Storage,eu-west-1,Project:Production,144.64
2023-08-20,VPC/Networking,us-west-2,Project:Analytics,182.87
2023-08-20,Lambda/Functions,eu-west-1,Project:Staging,123.73
2023-08-20,CloudFront/CDN,eu-west-1,Project:Development,458.47
2023-08-20,ElastiCache/Cache,ap-south-1,Project:Development,193.94
2023-08-21,VPC/Networking,ap-southeast-1,Project:Staging,279.34
2023-08-21,EBS/Storage,ap-south-1,Project:Staging,400.81
2023-08-21,ElastiCache/Cache,us-east-1,Project:Development,240.85
2023-08-21,CloudFront/CDN,eu-west-1,Project:Analytics,504.99
2023-08-21,S3/Storage,eu-west-1,Project:Marketing,402.23
2023-08-21,RDS/Database,ap-south-1,Project:Backup,1099.82
2023-08-22,RDS/Database,eu-west-1,Project:Backup,941.27
2023-08-22,EBS/Storage,eu-west-1,Project:Production,354.23
2023-08-22,CloudFront/CDN,eu-west-1,Project:Staging,654.77
2023-08-23,ElastiCache/Cache,us-west-2,Project:Staging,314.25
2023-08-23,S3/Storage,ap-south-1,Project:Production,300.08
2023-08-23,CloudFront/CDN,ap-southeast-1,Project:Development,476.69
2023-08-24,S3/Storage,eu-west-1,Project:Production,232.01
2023-08-24,CloudFront/CDN,us-east-1,Project:Analytics,427.9
2023-08-24,EBS/Storage,ap-south-1,Project:Development,249.76
2023-08-24,EC2/Compute,ap-southeast-1,Project:Analytics,1209.12
2023-08-24,VPC/Networking,us-east-1,Project:Testing,248.52
2023-08-24,ElastiCache/Cache,us-west-2,Project:Marketing,262.28
2023-08-25,VPC/Networking,us-east-1,Project:Marketing,94.9
2023-08-25,S3/Storage,ap-south-1,Project:Production,190.62
2023-08-25,EBS/Storage,us-east-1,Project:Finance,267.03
2023-08-26,S3/Storage,ap-southeast-1,Project:Analytics,152.79
2023-08-26,Lambda/Functions,us-west-2,Project:Testing,151.32
2023-08-26,RDS/Database,us-east-1,Project:Backup,802.76
2023-08-27,CloudFront/CDN,eu-west-1,Project:Production,373.21
2023-08-27,RDS/Database,us-east-1,Project:Marketing,674.05
2023-08-27,S3/Storage,us-east-1,Project:Analytics,249.98
2023-08-27,VPC/Networking,ap-south-1,Project:Testing,127.89
2023-08-28,ElastiCache/Cache,eu-west-1,Project:Staging,298.41
2023-08-28,VPC/Networking,ap-south-1,Project:Production,293.85
2023-08-28,Lambda/Functions,us-west-2,Project:Testing,128.4
2023-08-28,S3/Storage,us-east-1,Project:Marketing,363.92
2023-08-28,CloudFront/CDN,ap-south-1,Project:Backup,455.36
2023-08-29,VPC/Networking,us-east-1,Project:Staging,226.15
2023-08-29,CloudFront/CDN,ap-southeast-1,Project:Finance,399.89
2023-08-29,Lambda/Functions,eu-west-1,Project:Testing,135.51
2023-08-29,ElastiCache/Cache,us-west-2,Project:Development,106.2
2023-08-29,S3/Storage,eu-west-1,Project:Finance,380.4
2023-08-30,VPC/Networking,us-west-2,Project:Staging,224.14
2023-08-30,S3/Storage,us-west-2,Project:Finance,419.57
2023-08-30,RDS/Database,eu-west-1,Project:Backup,1102.39
2023-08-30,EC2/Compute,ap-southeast-1,Project:Backup,1239.96
2023-08-30,Lambda/Functions,ap-southeast-1,Project:Marketing,262.08
2023-08-31,EBS/Storage,us-east-1,Project:Development,371.09
2023-08-31,RDS/Database,ap-south-1,Project:Production,978.91
2023-08-31,S3/Storage,ap-south-1,Project:Staging,488.23
2023-08-31,ElastiCache/Cache,ap-south-1,Project:Analytics,181.92
2023-09-01,EC2/Compute,ap-south-1,Project:Backup,1477.97
2023-09-01,RDS/Database,ap-south-1,Project:Marketing,1026.62
2023-09-01,CloudFront/CDN,us-west-2,Project:Finance,460.7
2023-09-01,EBS/Storage,ap-south-1,Project:Development,303.78
2023-09-02,CloudFront/CDN,us-west-2,Project:Development,308.17
2023-09-02,VPC/Networking,us-west-2,Project:Testing,127.18
2023-09-02,S3/Storage,ap-southeast-1,Project:Finance,1254.42
2023-09-02,EC2/Compute,us-west-2,Project:Testing,1112.15
2023-09-03,VPC/Networking,ap-southeast-1,Project:Production,479.61
2023-09-03,EC2/Compute,us-west-2,Project:Finance,1338.32
2023-09-04,VPC/Networking,us-east-1,Project:Marketing,175.67
2023-09-04,EBS/Storage,ap-southeast-1,Project:Finance,275.28
2023-09-04,CloudFront/CDN,eu-west-1,Project:Testing,601.82
2023-09-05,RDS/Database,us-west-2,Project:Backup,772.29
2023-09-05,EBS/Storage,ap-southeast-1,Project:Production,230.61
2023-09-05,ElastiCache/Cache,us-east-1,Project:Marketing,208.92
2023-09-05,Lambda/Functions,us-west-2,Project:Testing,177.98
2023-09-06,RDS/Database,ap-southeast-1,Project:Production,1289.39
2023-09-06,Lambda/Functions,us-east-1,Project:Backup,134.86
2023-09-06,ElastiCache/Cache,ap-southeast-1,Project:Staging,187.78
2023-09-07,RDS/Database,us-east-1,Project:Testing,1202.55
2023-09-07,CloudFront/CDN,eu-west-1,Project:Development,432.52
2023-09-07,VPC/Networking,ap-southeast-1,Project:Production,211.95
2023-09-07,S3/Storage,eu-west-1,Project:Testing,349.29
2023-09-08,EBS/Storage,us-east-1,Project:Staging,245.61
2023-09-08,VPC/Networking,ap-south-1,Project:Analytics,230.96
2023-09-08,S3/Storage,eu-west-1,Project:Backup,234.46
2023-09-08,RDS/Database,ap-south-1,Project:Development,975.91
2023-09-08,ElastiCache/Cache,us-west-2,Project:Marketing,217.99
2023-09-08,Lambda/Functions,us-west-2,Project:Development,327.55
2023-09-09,VPC/Networking,us-east-1,Project:Analytics,93.2
2023-09-09,EC2/Compute,us-east-1,Project:Development,775.61
2023-09-09,CloudFront/CDN,ap-southeast-1,Project:Analytics,203.95
2023-09-09,EBS/Storage,us-west-2,Project:Production,256.1
2023-09-10,CloudFront/CDN,us-east-1,Project:Marketing,417.93
2023-09-10,RDS/Database,eu-west-1,Project:Backup,742.21
2023-09-10,EBS/Storage,ap-south-1,Project:Development,194.13
2023-09-11,VPC/Networking,eu-west-1,Project:Marketing,201.05
2023-09-11,ElastiCache/Cache,ap-southeast-1,Project:Finance,230.88
2023-09-11,CloudFront/CDN,us-east-1,Project:Analytics,372.03
2023-09-11,RDS/Database,ap-southeast-1,Project:Staging,977.55
2023-09-11,S3/Storage,eu-west-1,Project:Analytics,400.17
2023-09-11,EC2/Compute,us-west-2,Project:Analytics,1248.58
2023-09-12,Lambda/Functions,ap-southeast-1,Project:Finance,173.22
2023-09-12,RDS/Database,eu-west-1,Project:Finance,509.35
2023-09-12,VPC/Networking,us-west-2,Project:Development,177.29
2023-09-12,CloudFront/CDN,us-east-1,Project:Staging,565.34
2023-09-12,S3/Storage,ap-south-1,Project:Production,354.17
2023-09-12,ElastiCache/Cache,ap-southeast-1,Project:Testing,258.96
2023-09-13,EBS/Storage,eu-west-1,Project:Staging,226.6
2023-09-13,ElastiCache/Cache,ap-south-1,Project:Production,157.42
2023-09-13,S3/Storage,ap-southeast-1,Project:Analytics,335.85
2023-09-14,EC2/Compute,us-east-1,Project:Finance,1144.56
2023-09-14,CloudFront/CDN,ap-southeast-1,Project:Backup,1901.67
2023-09-14,VPC/Networking,ap-south-1,Project:Marketing,271.88
2023-09-14,S3/Storage,us-east-1,Project:Testing,376.2
2023-09-14,RDS/Database,eu-west-1,Project:Analytics,252.29
2023-09-14,ElastiCache/Cache,ap-south-1,Project:Staging,214.93
2023-09-15,EBS/Storage,us-east-1,Project:Development,338.34
2023-09-15,S3/Storage,eu-west-1,Project:Staging,286.84
2023-09-15,CloudFront/CDN,ap-south-1,Project:Finance,237.65
2023-09-15,RDS/Database,ap-southeast-1,Project:Development,1085.22
2023-09-15,ElastiCache/Cache,us-west-2,Project:Backup,136.28
2023-09-15,EC2/Compute,ap-south-1,Project:Production,853.31
2023-09-16,ElastiCache/Cache,ap-south-1,Project:Production,148.3
2023-09-16,RDS/Database,ap-southeast-1,Project:Backup,639.91
2023-09-16,CloudFront/CDN,eu-west-1,Project:Marketing,260.02
2023-09-16,EC2/Compute,eu-west-1,Project:Backup,872.98
2023-09-17,VPC/Networking,us-east-1,Project:Marketing,183.93
2023-09-17,S3/Storage,us-west-2,Project:Staging,225.12
2023-09-17,Lambda/Functions,ap-southeast-1,Project:Finance,75.02
2023-09-18,VPC/Networking,us-west-2,Project:Backup,128.52
2023-09-18,EBS/Storage,eu-west-1,Project:Development,230.54
2023-09-18,ElastiCache/Cache,us-west-2,Project:Marketing,169.09
2023-09-19,VPC/Networking,us-west-2,Project:Staging,255.17
2023-09-19,EBS/Storage,us-east-1,Project:Development,240.08
2023-09-19,ElastiCache/Cache,us-west-2,Project:Marketing,260.46
2023-09-19,S3/Storage,eu-west-1,Project:Testing,288.15
2023-09-20,ElastiCache/Cache,ap-south-1,Project:Testing,209.8
2023-09-20,S3/Storage,us-east-1,Project:Finance,334.57
2023-09-20,EC2/Compute,ap-south-1,Project:Finance,1161.33
2023-09-20,EBS/Storage,ap-south-1,Project:Marketing,399.7
2023-09-20,CloudFront/CDN,ap-south-1,Project:Marketing,461.15
2023-09-20,Lambda/Functions,ap-southeast-1,Project:Backup,198.52
2023-09-21,ElastiCache/Cache,ap-southeast-1,Project:Finance,177.2
2023-09-21,VPC/Networking,us-east-1,Project:Finance,206.75
2023-09-21,EC2/Compute,us-east-1,Project:Staging,1201.12
2023-09-21,CloudFront/CDN,eu-west-1,Project:Testing,417.12
2023-09-22,ElastiCache/Cache,eu-west-1,Project:Finance,224.21
2023-09-22,Lambda/Functions,us-west-2,Project:Analytics,159.97
2023-09-22,CloudFront/CDN,eu-west-1,Project:Testing,497.72
2023-09-22,RDS/Database,eu-west-1,Project:Backup,825.24
2023-09-23,EBS/Storage,ap-south-1,Project:Analytics,92.22
2023-09-23,Lambda/Functions,us-east-1,Project:Marketing,112.74
2023-09-24,EBS/Storage,us-west-2,Project:Analytics,200.28
2023-09-24,RDS/Database,us-west-2,Project:Backup,724.9
2023-09-25,CloudFront/CDN,eu-west-1,Project:Marketing,406.66
2023-09-25,EC2/Compute,ap-south-1,Project:Marketing,1614.29
2023-09-25,EBS/Storage,ap-southeast-1,Project:Development,400.84
2023-09-25,ElastiCache/Cache,ap-southeast-1,Project:Development,236.92
2023-09-25,RDS/Database,us-east-1,Project:Staging,252.82
2023-09-26,ElastiCache/Cache,eu-west-1,Project:Backup,280.4
2023-09-26,VPC/Networking,ap-south-1,Project:Backup,155.23
2023-09-26,RDS/Database,eu-west-1,Project:Finance,972.0
2023-09-26,S3/Storage,ap-south-1,Project:Testing,233.91
2023-09-26,CloudFront/CDN,ap-southeast-1,Project:Development,355.72
2023-09-26,EBS/Storage,us-west-2,Project:Testing,250.84
2023-09-27,EBS/Storage,us-east-1,Project:Development,277.77
2023-09-27,Lambda/Functions,eu-west-1,Project:Backup,172.49
2023-09-27,CloudFront/CDN,eu-west-1,Project:Marketing,473.75
2023-09-27,ElastiCache/Cache,ap-southeast-1,Project:Marketing,196.82
2023-09-27,VPC/Networking,us-west-2,Project:Finance,256.6
2023-09-28,VPC/Networking,ap-southeast-1,Project:Production,706.49
2023-09-28,EBS/Storage,us-east-1,Project:Development,332.71
2023-09-28,EC2/Compute,eu-west-1,Project:Development,2024.76
2023-09-28,S3/Storage,ap-southeast-1,Project:Development,311.65
2023-09-29,S3/Storage,us-west-2,Project:Staging,403.67
2023-09-29,Lambda/Functions,us-west-2,Project:Production,563.07
2023-09-29,VPC/Networking,ap-southeast-1,Project:Testing,273.41
2023-09-29,RDS/Database,eu-west-1,Project:Backup,602.37
2023-09-30,Lambda/Functions,ap-south-1,Project:Marketing,119.09
2023-09-30,ElastiCache/Cache,ap-southeast-1,Project:Analytics,94.78
2023-09-30,CloudFront/CDN,ap-south-1,Project:Testing,415.79
2023-09-30,S3/Storage,ap-southeast-1,Project:Staging,179.67
2023-10-01,CloudFront/CDN,eu-west-1,Project:Testing,290.55
2023-10-01,RDS/Database,us-east-1,Project:Testing,639.12
2023-10-01,Lambda/Functions,ap-southeast-1,Project:Production,119.63
2023-10-02,CloudFront/CDN,ap-south-1,Project:Marketing,547.39
2023-10-02,EC2/Compute,ap-southeast-1,Project:Analytics,1409.28
2023-10-02,Lambda/Functions,ap-southeast-1,Project:Analytics,148.56
2023-10-02,RDS/Database,us-west-2,Project:Analytics,1184.27
2023-10-02,EBS/Storage,us-east-1,Project:Analytics,327.26
2023-10-02,ElastiCache/Cache,us-west-2,Project:Production,209.89
2023-10-03,EBS/Storage,eu-west-1,Project:Development,182.8
2023-10-03,ElastiCache/Cache,us-east-1,Project:Testing,633.65
2023-10-03,CloudFront/CDN,us-west-2,Project:Development,567.14
2023-10-03,EC2/Compute,ap-south-1,Project:Backup,1487.92
2023-10-03,S3/Storage,ap-south-1,Project:Backup,363.77
2023-10-04,EC2/Compute,ap-southeast-1,Project:Finance,1211.45
2023-10-04,S3/Storage,us-east-1,Project:Finance,317.79
2023-10-04,ElastiCache/Cache,us-east-1,Project:Testing,484.73
2023-10-04,VPC/Networking,ap-southeast-1,Project:Marketing,217.67
2023-10-05,EC2/Compute,ap-south-1,Project:Backup,919.38
2023-10-05,RDS/Database,eu-west-1,Project:Analytics,540.35
2023-10-05,Lambda/Functions,us-east-1,Project:Staging,221.42
2023-10-05,ElastiCache/Cache,ap-southeast-1,Project:Staging,149.75
2023-10-06,VPC/Networking,us-east-1,Project:Development,177.4
2023-10-06,ElastiCache/Cache,eu-west-1,Project:Finance,87.72
2023-10-06,Lambda/Functions,us-east-1,Project:Staging,119.1
2023-10-07,EC2/Compute,us-west-2,Project:Production,734.3
2023-10-07,RDS/Database,ap-south-1,Project:Development,740.51
2023-10-07,S3/Storage,ap-southeast-1,Project:Finance,1370.77
2023-10-07,CloudFront/CDN,us-west-2,Project:Development,197.84
2023-10-08,VPC/Networking,ap-southeast-1,Project:Development,184.13
2023-10-08,S3/Storage,us-west-2,Project:Development,83.19
2023-10-08,ElastiCache/Cache,eu-west-1,Project:Development,207.98
2023-10-08,CloudFront/CDN,eu-west-1,Project:Production,271.67
2023-10-09,VPC/Networking,ap-southeast-1,Project:Staging,1040.96
2023-10-09,ElastiCache/Cache,ap-southeast-1,Project:Backup,111.91
2023-10-09,RDS/Database,ap-south-1,Project:Backup,1060.97
2023-10-09,CloudFront/CDN,us-west-2,Project:Marketing,275.71
2023-10-10,RDS/Database,us-west-2,Project:Backup,1137.59
2023-10-10,VPC/Networking,eu-west-1,Project:Testing,340.15
2023-10-10,Lambda/Functions,ap-south-1,Project:Analytics,182.02
2023-10-10,ElastiCache/Cache,eu-west-1,Project:Finance,216.96
2023-10-11,EBS/Storage,ap-south-1,Project:Analytics,314.27
2023-10-11,CloudFront/CDN,ap-southeast-1,Project:Testing,452.35
2023-10-11,VPC/Networking,us-west-2,Project:Finance,256.41
2023-10-12,EC2/Compute,ap-south-1,Project:Analytics,1179.17
2023-10-12,RDS/Database,ap-southeast-1,Project:Staging,686.08
2023-10-12,EBS/Storage,ap-south-1,Project:Development,1304.83
2023-10-12,CloudFront/CDN,ap-south-1,Project:Marketing,649.06
2023-10-12,VPC/Networking,us-west-2,Project:Production,208.05
2023-10-13,VPC/Networking,ap-southeast-1,Project:Finance,153.08
2023-10-13,EC2/Compute,ap-southeast-1,Project:Development,1237.22
2023-10-13,S3/Storage,us-east-1,Project:Finance,238.73
2023-10-14,ElastiCache/Cache,us-east-1,Project:Staging,179.56
2023-10-14,CloudFront/CDN,us-east-1,Project:Development,309.33
2023-10-15,S3/Storage,us-west-2,Project:Analytics,273.03
2023-10-15,VPC/Networking,ap-south-1,Project:Staging,89.91
2023-10-16,EC2/Compute,us-west-2,Project:Analytics,957.4
2023-10-16,EBS/Storage,eu-west-1,Project:Backup,198.99
2023-10-16,VPC/Networking,ap-southeast-1,Project:Development,261.27
2023-10-16,CloudFront/CDN,us-west-2,Project:Backup,399.28
2023-10-17,Lambda/Functions,ap-southeast-1,Project:Analytics,222.5
2023-10-17,RDS/Database,eu-west-1,Project:Finance,868.53
2023-10-17,EBS/Storage,us-west-2,Project:Analytics,200.43
2023-10-17,VPC/Networking,eu-west-1,Project:Staging,240.65
2023-10-17,CloudFront/CDN,eu-west-1,Project:Production,359.51
2023-10-18,EBS/Storage,us-west-2,Project:Staging,301.03
2023-10-18,RDS/Database,ap-south-1,Project:Testing,509.32
2023-10-18,S3/Storage,ap-southeast-1,Project:Finance,352.35
2023-10-18,VPC/Networking,eu-west-1,Project:Finance,210.56
2023-10-18,EC2/Compute,us-east-1,Project:Marketing,1371.1
2023-10-19,ElastiCache/Cache,ap-south-1,Project:Analytics,196.3
2023-10-19,CloudFront/CDN,us-west-2,Project:Backup,567.63
2023-10-19,EBS/Storage,eu-west-1,Project:Production,236.15
2023-10-19,Lambda/Functions,ap-south-1,Project:Development,163.7
2023-10-19,S3/Storage,us-east-1,Project:Finance,335.23
2023-10-20,Lambda/Functions,ap-southeast-1,Project:Production,160.37
2023-10-20,VPC/Networking,ap-southeast-1,Project:Development,240.43
2023-10-20,RDS/Database,us-west-2,Project:Production,857.06
2023-10-21,VPC/Networking,ap-south-1,Project:Testing,122.19
2023-10-21,CloudFront/CDN,us-west-2,Project:Testing,247.29
2023-10-22,VPC/Networking,us-east-1,Project:Analytics,122.55
2023-10-22,CloudFront/CDN,eu-west-1,Project:Development,204.27
2023-10-22,EBS/Storage,ap-south-1,Project:Development,120.32
2023-10-22,Lambda/Functions,eu-west-1,Project:Analytics,159.8
2023-10-23,ElastiCache/Cache,ap-south-1,Project:Staging,233.27
2023-10-23,S3/Storage,eu-west-1,Project:Analytics,416.8
2023-10-23,Lambda/Functions,ap-southeast-1,Project:Analytics,169.93
2023-10-23,EBS/Storage,ap-south-1,Project:Staging,217.2
2023-10-23,VPC/Networking,ap-south-1,Project:Staging,196.18
2023-10-23,CloudFront/CDN,ap-south-1,Project:Development,352.28
2023-10-24,RDS/Database,ap-south-1,Project:Backup,1301.79
2023-10-24,CloudFront/CDN,ap-southeast-1,Project:Production,297.89
2023-10-24,EC2/Compute,us-west-2,Project:Staging,1369.49
2023-10-24,VPC/Networking,eu-west-1,Project:Testing,167.6
2023-10-25,S3/Storage,us-west-2,Project:Testing,368.18
2023-10-25,EC2/Compute,eu-west-1,Project:Production,1402.79
2023-10-25,EBS/Storage,us-east-1,Project:Finance,256.25
2023-10-25,VPC/Networking,us-east-1,Project:Marketing,202.07
2023-10-26,Lambda/Functions,ap-south-1,Project:Backup,160.68
2023-10-26,CloudFront/CDN,us-west-2,Project:Production,408.26
2023-10-26,EBS/Storage,ap-south-1,Project:Production,328.73
2023-10-26,RDS/Database,us-east-1,Project:Marketing,1316.13
2023-10-27,ElastiCache/Cache,ap-south-1,Project:Development,313.79
2023-10-27,CloudFront/CDN,ap-southeast-1,Project:Development,338.75
2023-10-27,VPC/Networking,ap-southeast-1,Project:Staging,207.28
2023-10-27,Lambda/Functions,eu-west-1,Project:Development,481.07
2023-10-27,EC2/Compute,ap-southeast-1,Project:Marketing,1094.51
2023-10-28,CloudFront/CDN,eu-west-1,Project:Finance,421.29
2023-10-28,EC2/Compute,eu-west-1,Project:Finance,1017.06
2023-10-28,VPC/Networking,us-west-2,Project:Production,127.86
2023-10-28,ElastiCache/Cache,us-east-1,Project:Staging,188.29
2023-10-29,CloudFront/CDN,us-east-1,Project:Marketing,417.71
2023-10-29,EBS/Storage,us-east-1,Project:Marketing,167.95
